source_text,target_text,id,modern_source_text
os cabos são achatados,yba i peb,2423,os cabos são achatados
a dança é que é boa,moraseîa é i katu,2424,a dança é que é boa
vim ainda agora,aîu ramõ,2425,vim ainda agora
nomeia os muitos designativos de teu corpo para mim,esenõî nde reté renõîndabetá ixébe,2426,nomeie os muitos designativos de seu corpo para mim
"de acolá, dali",amõ suí,2427,"de acolá, dali"
ossada,mba'e-kangûera,2428,ossada
trouxe-o conforme minhas forças,xe îaîbeĩé ixé seruri,2429,trouxe-o conforme minhas forças
"levou-me alguém consigo, por acaso, para longe me levando do meu bom caminho?","xe reropîápe abá ri, kûepe nhẽ xe rerasóbo xe rapé-katu suí?",2430,"alguém me levou consigo, por acaso, me afastando do meu bom caminho?"
bem sozinho estou,oîepebẽngatu aîkó,2431,estou bem sozinho
manuseio-o,aîabyky,2432,eu o manuseio
a gente o teme mais do que tudo o que deve ser temido,asé oîpoûsubeté opakatu i poûsubypyra sosé,2433,a gente o teme mais do que tudo que deve ser temido
"do rio dos paratis vim para ver a rainha, enfeitando minha cabeça","xe parati 'y suí aîu, rainha repîaka, xe akanga moîegûaka",2434,"vim do rio dos paratis para ver a rainha, enfeitando minha cabeça"
dor,mba'e rasy,2435,dor
homem choramigas,xe resangá - eu sou chorão abá-esangá,2436,homem choramigas
ias ali para ouvir a missa,"a'epe missa rendupa, eresó",2437,você ia ali para ouvir a missa
"então, alguns matarei, no meu laço fazendo-os cair","a'ereme amõ aîukáne, xe îusanyme i mbo'a",2438,"então, matarei alguns, fazendo-os cair no meu laço"
amo teu filhinho,asaûsub nde membyrĩ,2439,amo seu filhinho
que venha deus para nos alegrar,t'oú tupã oré moorypa,2440,que Deus venha para nos alegrar
"não me faz palpitar o coração o diabo, visitando-me",na xe mopy'atytyki anhanga xe rapekóbo,2441,"o diabo não me faz palpitar o coração, visitando-me"
"nossa comida, a que é de cada dia, dá hoje para nós",oré remi'u 'ara îabi'õndûara eîme'eng kori orébe,2442,"nossa comida, a que é de cada dia, dá hoje para nós"
comeste objeto de furto de alguém?,ere'upe abá mondarõagûera?,2443,você comeu objeto de furto de alguém?
teus atos recentes,nde rekó-pysasu,2444,seus atos recentes
em que situações a gente reza para ele?,mba'e-mba'eremepe asé îeruréû i xupé?,2445,em que situações a gente reza para ele?
esses teus olhos compadecedores volta em nossa direção,eboûĩ nde resá i poraûsubaryba'e erobak oré koty,2446,esses seus olhos compadecedores voltem em nossa direção
"envergonha-se o sol, nascendo, diante de teu brilho",otĩ kûarasy osema nde beraba robaké,2447,"o sol se envergonha, nascendo, diante de seu brilho"
eu sou sauiaetá famoso é meu nome,ixé saûîaetá serapûã xe renõîndaba,2448,"eu sou sauiaetá, famoso é meu nome"
"nele a água transformou em vinho, de acordo com os pedidos de sua mãe",i pupé 'y anhẽ monhangi kaûĩnamo o sy îeruresaba rupi,2449,"a água nele se transformou em vinho, de acordo com os pedidos de sua mãe"
oh! quem aqui dá a cara?,"to, ahẽ! abápe ké sobasẽ?",2450,oh! quem aqui dá a cara?
"honro tua casa, dentro dela dançando","aîmomba'eté nde roka, i pupé gûiporaseîa",2451,"honro sua casa, dançando dentro dela"
ele há de morrer!,t'omanõ ká!,2452,ele há de morrer!
frustrei-me,xe rarûab,2453,frustrei-me
eis tua ameaça aqui!,kó nde momboîtaba kó!,2454,aqui está sua ameaça!
eis que vou,asó ã,2455,eis que vou
"matemos meu marido e, então, casemos um com o outro","t'îaîuká xe mena, a'ereme t'îamendar îandé îoesé",2456,"vamos matar meu marido e, então, casaremos um com o outro"
fiquei-o apedrejando,aîapi-api,2457,fiquei apedrejando-o
faço mingau,aîapó minga'u,2458,faço mingau
está por aí teu pai?,oubépe nde ruba?,2459,seu pai está por aí?
"homem apessoado, gentil-homem",abá-matuetegûasu,2460,"homem apessoado, gentil-homem"
amainei a vela,aroîyb aoba,2461,amei a vela
homem miserável,abá-poreaûsubĩ,2462,homem miserável
conforme o dia,ara rupi,2463,conforme o dia
meu filho que gerei,xe ra'yra xe remimonhanga,2464,meu filho que gerei
vem para ver tua futura terra,eîori nde retamûama repîaka,2465,vem para ver sua futura terra
ralo-o,aseé,2466,ralo-o
"contas vermelhas, contas de coral",mbo'ypyranga,2467,"contas vermelhas, contas de coral"
vêm em vão para me afastar,oú tenhẽ xe pe'abo,2468,vêm em vão para me afastar
ó coisa fedorenta!,mba'enem-y îu!,2469,ó coisa fedorenta!
"assim, de fato, eu determinei",emonã nakó xe rekopotari,2470,"assim, de fato, eu determinei"
ela tem folhas,sob,2471,ela tem folhas
por que põe sal bento na boca da gente?,mba'e resépe îuky-karaíba mondebi asé îurupe?,2472,por que coloca sal bento na boca da gente?
levando uma outra semelhante a ela tão logo se consuma muito,i îaroketé rupibé amoaé sapixara rerasóbono,2473,levando uma outra semelhante a ela tão logo se consuma muito
faço-me estalar as mãos,aîepó-mopiririk,2474,faço estalar as mãos
flechei-os todos,aîybõ-mbá,2475,fiz todos eles de alvo
o que é convidado,i xo'opyra,2476,o que é convidado
"cotidianamente, a cada dia",ara îabi'õ,2477,"cotidianamente, a cada dia"
não é mais pão,nd'oîkóî rakó miapéramo,2478,não é mais pão
havemos de ir à árdua guerra?,t'îasó maranatãûãme?,2479,vamos à árdua guerra?
não o mates tu sozinho,nde nhõ umẽ eîuká,2480,não o mate você sozinho
"detestando-os muito, tratai-los muito mal","i amotare'ymetébo, perekoaí-aí",2481,"detestando-os muito, tratem-nos muito mal"
"um pouco , pouco tempo , por pouco tempo",korite'ĩ nhote,2482,"um pouco, pouco tempo, por pouco tempo"
queimei o campo,asapy nhũ,2483,queimei o campo
"no seu jardim formoso chamado ""paraíso terreal""",o emitymaysó paraíso terreal seryba'epe,2484,"no seu jardim formoso chamado ""paraíso terreal"""
queimareis em conjunto,pekaî oîepegûasune,2485,queimem em conjunto
lanço puçá,apysá-îtyk,2486,lanço puçá
todas as minhas presas de minhas mãos as levou,opakatu xe rembiara xe pó suí serasóû,2487,todas as minhas presas de minhas mãos as levou
quem mais junto deles foram seus sepultadores?,abá abépe i pyri i tymbaramo?,2488,quem mais junto deles foram seus sepultadores?
"eu sou fleumático, eu sou vagaroso",xe mbegûé,2489,"eu sou fleumático, eu sou vagaroso"
riscaram todo o teu corpo com ferro pontiagudo,opá nde reté raíri itatiãîa pupé,2490,riscaram todo o seu corpo com ferro pontiagudo
sou leve,abebuî,2491,sou leve
fico a espojar-me,aîeré-îereb,2492,fico me espojando
diante deles passei,sobabo akûab,2493,diante deles passei
delato gente,aporokuaukar,2494,delato pessoas
"por causa de minha imensa formosura, deus revelar-se-á a mim","xe aysó-matueté resé é, tupã îepîakukari xebene",2495,"por causa da minha imensa formosura, Deus se revelará a mim"
eu não sou medroso,na xe poropoûsubi,2496,eu não sou medroso
vós sois avaros com ele,pe rekate'ym sesé,2497,vocês são avarentos com ele
lado a lado seus cadáveres ao longo do mar estavam,o îoybyri se'õmbûera paranã ybyri i kûáî,2498,"lado a lado, seus cadáveres estavam ao longo do mar"
dou de beber às pessoas,apore'ym,2499,dou de beber às pessoas
"cortei-lhe a garganta, degolei-o",aîaseó-kytĩ,2500,"cortei-lhe a garganta, degolei-o"
vives com alguma não batizada?,ereîkópe sere'ymba'e amõ resé?,2501,você vive com alguma não batizada?
para escutar a palavra de deus,tupã nhe'enga rendubagûama resé,2502,para escutar a palavra de Deus
eis que vais vais,eresó ûĩ,2503,eis que você vai
resvalou em mim o fulano com a espada,xe apan ahẽ itaingapema pupé,2504,resvalou em mim o fulano com a espada
"ah, sobra-me alegria","té, xe resemõ toryba",2505,"ah, me sobra alegria"
prendi-os um no pescoço do outro,o îoaîuri aîmoín,2506,prendi-os um no pescoço do outro
foi ela feita para ser a futura mãe de deus,tupã syrama ri i monhangymbyra,2507,foi ela feita para ser a futura mãe de Deus
"escabelar, desfazer o penteado de, desgrenhar o cabelo de, etc",abo'o-bo'o,2508,"escabelar, desfazer o penteado de, desgrenhar o cabelo de, etc."
"enfeitando-se, querendo que as pessoas o desejem","oîemongatyrõmo, abá o potara potá",2509,"enfeitando-se, querendo que as pessoas o desejem"
que eu te busque as pegadas,t'oroakypûer-eká,2510,que eu busque suas pegadas
entortei-a,aîapar,2511,entortei-a
consentimento na transgressão da palavra de deus,tupã nhe'engaby morybagûera,2512,consentimento na transgressão da palavra de Deus
como se eu fosse,xe só îasûaramo n'aé,2513,como se eu fosse
dói a separação de nossa alma de nosso corpo,sasy asé 'anga asé reté suí i îa'oka,2514,dói a separação da nossa alma de nosso corpo
esbofeteei suas têmporas,aî'atypetek,2515,esbofeteei suas têmporas
eu tenho raízes,xe rapó,2516,eu tenho raízes
tomei emprestada a canoa do índio,aîporu abá ygara,2517,tomei emprestada a canoa do índio
eu sou sociável,xe îekotyarixûer,2518,eu sou sociável
eis que aí ele vai,ebokûeî i xóû,2519,eis que ele vai
"pois, se um homem guarda seu próprio filho, quanto mais deus compadecer-se-á de nós","abá abiã é o a'yra ogûerekó-katu, memetipó tupã asé raûsubáne",2520,"pois, se um homem guarda seu próprio filho, quanto mais Deus se compadecerá de nós"
"excitaste-o, querendo ejacular teu sêmen?",ereîkapyrokype nde ra'y-pupuka potá?,2521,"você o excitou, querendo ejacular seu sêmen?"
será que me perdi?,xe ropá serã?,2522,será que eu me perdi?
quero muito apanhá-las com os que atacam as pessoas,aîpysy-potá-katu morepenhandara ri,2523,quero muito pegá-las com os que atacam as pessoas
fazendo-me mudar de direção por aí,kûeîbo nhẽ xe rerobaka,2524,fazendo-me mudar de direção por aqui
"e os que bebem cauim, como ficam? não transgridem a palavra de deus?",kagûarape marã? nd'oîabyîpe tupã nhe'enga?,2525,"e os que bebem cauim, como ficam? Não transgridem a palavra de Deus?"
"que não conheçamos senão a deus, nosso criador","t'îaîkuá-te tupã, îandé monhangagûera",2526,"que não conheçamos senão a Deus, nosso Criador"
estou saltando de alegria,toryba suí apó-por gûitekóbo,2527,estou pulando de alegria
às costas,aseî,2528,às costas
eu sou gentil,xe abangatu,2529,eu sou gentil
"filho verdadeiro de deus é, de fato, esse homem",tupã ra'yreté anhẽ ikó abá,2530,"o verdadeiro filho de Deus é, de fato, esse homem"
sua cerviz ficando a esmurrar,i aŷpy atyká-tykábo,2531,sua cerviz ficando a esmurrar
"visitaste o covo de alguém, arrancando seu conteúdo?",ereîosubype abá îeke'a i poroka?,2532,"você visitou o covo de alguém, arrancando seu conteúdo?"
por que seria que? por que razão haveria de?,mba'e-resémo?,2533,por que seria isso? Por que razão haveria de?
pus-lhe penas,aîpepó-moín,2534,eu coloquei penas nele
fiz-me mulher,anhemokunhã,2535,eu me fiz mulher
"por acaso arrancaram sua roupa, fazendo-o estar nu?",oîaobok serã ybŷa katupe nhẽ i moingóbo?,2536,"por acaso arrancaram sua roupa, fazendo-o ficar nu?"
faze uma igreja que tenha meu nome,xe reryîara tupãoka eîmonhang,2537,façam uma igreja que tenha meu nome
palavras de quem são essas?,abá nhe'engûerape aîpó?,2538,palavras de quem são essas?
"ah, que enfadonho és tu, de fato!",tekatunheté rakûé endé hegûy!,2539,"ah, que enfadonho você é, de fato!"
lugar em que estará fundada a igreja,tupãokupagûama,2540,lugar em que a igreja estará fundada
"no seu próprio ombro, levanta a cruz por fraqueza, jesus fá-la cair consigo","o ati'yba ri, krusá osupi membeka suí, îesu sero'ari",2541,"no seu próprio ombro, levanta a cruz por fraqueza, Jesus a faz cair consigo"
"o fugidor, o que costuma fugir, o fujão",kanhembora,2542,"o fugidor, o que costuma fugir, o fujão"
aquentam-me,xe pé,2543,me aquentam
como se eu fosse,xe só îarameté,2544,como se eu fosse
eu estava pendente,xe apy'am,2545,eu estava pendente
"não querendo comer, venho",na mba'e 'u potá ruã aîur,2546,"não querendo comer, eu venho"
quantos são esses deuses?,mobype a'e tupã?,2547,quantos são esses deuses?
"e ainda mais um batizado, transgressor da boa lei, encontrando um padre, alegrar-se-á muito","memetipó nhemongaraibypyra tekokatu abŷara abaré supé ogûasema, sorybetéûne",2548,"e ainda mais um batizado, transgressor da boa lei, ao encontrar um padre, se alegrará muito"
convenci-o a ir,aîmoîekûer,2549,eu o convenci a ir
um servo do príncipe esbofeteou sua cara,morubixaba boîá amõ osobá-petek,2550,um servo do príncipe esbofeteou seu rosto
que o mates para mim diante do pajé ruim,t'ereîuká ixébe paîé-aíba supé,2551,que os mate para mim diante do pajé ruim
eu sou fino,iî aeté - ele é fino xe aeté,2552,eu sou elegante
"ora, já agora leve-o",ne'ĩ serasóbo ko'yté,2553,"ora, agora leve-o"
"o que é de cada dia, o que está ao longo dos dias",ara rupindûara,2554,"o que é de cada dia, o que está ao longo dos dias"
adversária da morte,te'õ rupîara nhẽ,2555,adversária da morte
"que rezem por mim a deus como retribuição de eu os amar, de eu os honrar","t'otupã-mongetá xe resé ixé o aûsuba, ixé o moeté repyramo",2556,"que rezem por mim a Deus como retribuição por eu os amar, por eu os honrar"
"sua mãe, cobrindo-o bem, defende-o do frio","i xy, i aso'ikatûabo, oîopîá ro'y suí",2557,"sua mãe, cobrindo-o bem, o defende do frio"
é o que deve ser expulso da igreja,tupãoka suí i mosemymbyra,2558,é o que deve ser expulso da igreja
hoje mesmo os malditos queimam,oîeí bé muru kaî,2559,hoje mesmo os malditos queimam
"os que ele torna padres e seus substitutos na missa tomam o pão em suas mãos, benzendo-o",semimboabaré sekobîara bé missa pupé miapé rari o pópe sobasapa,2560,"os que ele torna padres e seus substitutos na missa tomam o pão em suas mãos, benzendo-o"
"seus antigos pecados fazendo estar diante deles, seus furtos também",sekomemûãagûera serekóbone sobaké bé i nhemondá bé,2561,"seus antigos pecados estão diante deles, seus furtos também"
mostram-se a urdir mentiras,e'i mo'ema monhanga,2562,mostram-se a urdir mentiras
eu não tenho anzol,na xe pindáî,2563,eu não tenho anzol
íngua de virilha,akó-a'ynha,2564,íngua de virilha
será que é um morcego?,andyrá ruãpe é?,2565,será que é um morcego?
contigo nosso senhor está,nde irũnamo îandé îara rekóû,2566,contigo nosso Senhor está
mas quando a gente se benzerá?,marãneme-tepe asé îobasabine?,2567,mas quando a gente se benzerá?
quebrador de pedras,itá kasara,2568,quebrador de pedras
"roupa verde, pano verde",aoboby,2569,"roupa verde, pano verde"
"eis que, como está no céu, nosso senhor está dentro do pão","akó ybakype ogûekó îakatu, îandé îara rekóû miapepûera",2570,"eis que, como está no céu, nosso Senhor está dentro do pão"
o homem que comete furto de algo,abá mba'e resé omondarõba'e,2571,o homem que comete furto de algo
tua alma está muito branca,i morotĩngatu nde 'anga,2572,sua alma está muito branca
"soquei-o, compactando",aîapasok,2573,"soquei-o, compactando"
elas estão sempre cheias,tynysẽ memẽ,2574,elas estão sempre cheias
"amaldiçoamos o diabo, a ti somente obedecendo muito","oroîmomburu anhanga, nde nhõ nde rapîaretébo",2575,"amaldiçoamos o diabo, a você somente obedecendo muito"
"oh, eu sou assassino, causa do temor aos pecados, mesmo dos reis","té! morapitîara ixé, angaîpaba sykyîeba, morubixaba îepé",2576,"oh, eu sou assassino, causa do temor aos pecados, mesmo dos reis"
fio embotado,aembé-korõîa,2577,fio embotado
sua remissão foi meu encargo,sepyrama xe pûaîtaba,2578,sua remissão foi meu encargo
